start;end;downloads;package
2023-02-01;2023-02-28;13614;RWekajars
2023-03-01;2023-03-31;13989;RWekajars
2023-04-01;2023-04-30;10593;RWekajars
2023-05-01;2023-05-31;6898;RWekajars
2023-06-01;2023-06-30;3945;RWekajars
2023-07-01;2023-07-31;3743;RWekajars
2023-08-01;2023-08-31;3565;RWekajars
2023-09-01;2023-09-30;3574;RWekajars
2023-10-01;2023-10-31;5753;RWekajars
2023-11-01;2023-11-30;5378;RWekajars
2023-12-01;2023-12-31;3440;RWekajars
2024-01-01;2024-01-31;6764;RWekajars
2024-02-01;2024-02-29;3980;RWekajars
2024-03-01;2024-03-31;5667;RWekajars
2024-04-01;2024-04-30;5530;RWekajars
2024-05-01;2024-05-31;4885;RWekajars
2024-06-01;2024-06-26;2638;RWekajars
2015-03-01;2015-03-31;186;RxnSim
2015-04-01;2015-04-30;363;RxnSim
2015-05-01;2015-05-31;248;RxnSim
2015-06-01;2015-06-30;258;RxnSim
2015-07-01;2015-07-31;183;RxnSim
2015-08-01;2015-08-31;222;RxnSim
2015-09-01;2015-09-30;250;RxnSim
2015-10-01;2015-10-31;272;RxnSim
2015-11-01;2015-11-30;215;RxnSim
2015-12-01;2015-12-31;187;RxnSim
2016-01-01;2016-01-31;239;RxnSim
2016-02-01;2016-02-29;210;RxnSim
2016-03-01;2016-03-31;167;RxnSim
2016-04-01;2016-04-30;151;RxnSim
2016-05-01;2016-05-31;141;RxnSim
2016-06-01;2016-06-30;122;RxnSim
2016-07-01;2016-07-31;161;RxnSim
2016-08-01;2016-08-31;114;RxnSim
2016-09-01;2016-09-30;106;RxnSim
2016-10-01;2016-10-31;113;RxnSim
2016-11-01;2016-11-30;158;RxnSim
2016-12-01;2016-12-31;145;RxnSim
2017-01-01;2017-01-31;126;RxnSim
2017-02-01;2017-02-28;112;RxnSim
2017-03-01;2017-03-31;104;RxnSim
2017-04-01;2017-04-30;263;RxnSim
2017-05-01;2017-05-31;138;RxnSim
2017-06-01;2017-06-30;203;RxnSim
2017-07-01;2017-07-31;241;RxnSim
2017-08-01;2017-08-31;170;RxnSim
2017-09-01;2017-09-30;159;RxnSim
2017-10-01;2017-10-31;167;RxnSim
2017-11-01;2017-11-30;141;RxnSim
2017-12-01;2017-12-31;84;RxnSim
2018-01-01;2018-01-31;148;RxnSim
2018-02-01;2018-02-28;138;RxnSim
2018-03-01;2018-03-31;100;RxnSim
2018-04-01;2018-04-30;177;RxnSim
2018-05-01;2018-05-31;150;RxnSim
2018-06-01;2018-06-30;97;RxnSim
2018-07-01;2018-07-31;140;RxnSim
2018-08-01;2018-08-31;81;RxnSim
2018-09-01;2018-09-30;263;RxnSim
2018-10-01;2018-10-31;247;RxnSim
2018-11-01;2018-11-30;258;RxnSim
2018-12-01;2018-12-31;210;RxnSim
2019-01-01;2019-01-31;293;RxnSim
2019-02-01;2019-02-28;230;RxnSim
2019-03-01;2019-03-31;362;RxnSim
2019-04-01;2019-04-30;351;RxnSim
2019-05-01;2019-05-31;640;RxnSim
2019-06-01;2019-06-30;256;RxnSim
2019-07-01;2019-07-31;458;RxnSim
2019-08-01;2019-08-31;320;RxnSim
2019-09-01;2019-09-30;400;RxnSim
2019-10-01;2019-10-31;386;RxnSim
2019-11-01;2019-11-30;371;RxnSim
2019-12-01;2019-12-31;597;RxnSim
2020-01-01;2020-01-31;864;RxnSim
2020-02-01;2020-02-29;486;RxnSim
2020-03-01;2020-03-31;502;RxnSim
2020-04-01;2020-04-30;556;RxnSim
2020-05-01;2020-05-31;659;RxnSim
2020-06-01;2020-06-30;557;RxnSim
2020-07-01;2020-07-31;506;RxnSim
2020-08-01;2020-08-31;521;RxnSim
2020-09-01;2020-09-30;605;RxnSim
2020-10-01;2020-10-31;509;RxnSim
2020-11-01;2020-11-30;499;RxnSim
2020-12-01;2020-12-31;527;RxnSim
2021-01-01;2021-01-31;456;RxnSim
2021-02-01;2021-02-28;510;RxnSim
2021-03-01;2021-03-31;435;RxnSim
2021-04-01;2021-04-30;428;RxnSim
2021-05-01;2021-05-31;521;RxnSim
2021-06-01;2021-06-30;521;RxnSim
2021-07-01;2021-07-31;573;RxnSim
2021-08-01;2021-08-31;622;RxnSim
2021-09-01;2021-09-30;482;RxnSim
2021-10-01;2021-10-31;687;RxnSim
2021-11-01;2021-11-30;854;RxnSim
2021-12-01;2021-12-31;566;RxnSim
2022-01-01;2022-01-31;371;RxnSim
2022-02-01;2022-02-28;459;RxnSim
2022-03-01;2022-03-31;652;RxnSim
2022-04-01;2022-04-30;585;RxnSim
2022-05-01;2022-05-31;618;RxnSim
2022-06-01;2022-06-30;430;RxnSim
2022-07-01;2022-07-31;550;RxnSim
2022-08-01;2022-08-31;470;RxnSim
2022-09-01;2022-09-30;428;RxnSim
2022-10-01;2022-10-31;479;RxnSim
2022-11-01;2022-11-30;483;RxnSim
2022-12-01;2022-12-31;297;RxnSim
2023-01-01;2023-01-31;288;RxnSim
2023-02-01;2023-02-28;313;RxnSim
2023-03-01;2023-03-31;393;RxnSim
2023-04-01;2023-04-30;427;RxnSim
2023-05-01;2023-05-31;504;RxnSim
2023-06-01;2023-06-30;312;RxnSim
2023-07-01;2023-07-31;210;RxnSim
2023-08-01;2023-08-31;173;RxnSim
2023-09-01;2023-09-30;160;RxnSim
2023-10-01;2023-10-31;129;RxnSim
2023-11-01;2023-11-30;188;RxnSim
2023-12-01;2023-12-31;160;RxnSim
2024-01-01;2024-01-31;352;RxnSim
2024-02-01;2024-02-29;136;RxnSim
2024-03-01;2024-03-31;182;RxnSim
2024-04-01;2024-04-30;197;RxnSim
2024-05-01;2024-05-31;185;RxnSim
2024-06-01;2024-06-26;123;RxnSim
2014-01-01;2014-01-31;271;scagnostics
2014-02-01;2014-02-28;278;scagnostics
2014-03-01;2014-03-31;305;scagnostics
2014-04-01;2014-04-30;367;scagnostics
2014-05-01;2014-05-31;333;scagnostics
2014-06-01;2014-06-30;519;scagnostics
2014-07-01;2014-07-31;414;scagnostics
2014-08-01;2014-08-31;469;scagnostics
2014-09-01;2014-09-30;320;scagnostics
2014-10-01;2014-10-31;415;scagnostics
2014-11-01;2014-11-30;468;scagnostics
2014-12-01;2014-12-31;305;scagnostics
2015-01-01;2015-01-31;678;scagnostics
2015-02-01;2015-02-28;786;scagnostics
2015-03-01;2015-03-31;1044;scagnostics
2015-04-01;2015-04-30;1122;scagnostics
2015-05-01;2015-05-31;980;scagnostics
2015-06-01;2015-06-30;990;scagnostics
2015-07-01;2015-07-31;761;scagnostics
2015-08-01;2015-08-31;802;scagnostics
2015-09-01;2015-09-30;938;scagnostics
2015-10-01;2015-10-31;987;scagnostics
2015-11-01;2015-11-30;1084;scagnostics
2015-12-01;2015-12-31;877;scagnostics
2016-01-01;2016-01-31;1034;scagnostics
2016-02-01;2016-02-29;1392;scagnostics
2016-03-01;2016-03-31;1139;scagnostics
2016-04-01;2016-04-30;1095;scagnostics
2016-05-01;2016-05-31;1235;scagnostics
2016-06-01;2016-06-30;1198;scagnostics
2016-07-01;2016-07-31;1103;scagnostics
2016-08-01;2016-08-31;1092;scagnostics
2016-09-01;2016-09-30;1165;scagnostics
2016-10-01;2016-10-31;1439;scagnostics
2016-11-01;2016-11-30;1857;scagnostics
2016-12-01;2016-12-31;1312;scagnostics
2017-01-01;2017-01-31;1464;scagnostics
2017-02-01;2017-02-28;1647;scagnostics
2017-03-01;2017-03-31;1790;scagnostics
2017-04-01;2017-04-30;1882;scagnostics
2017-05-01;2017-05-31;1795;scagnostics
2017-06-01;2017-06-30;1893;scagnostics
2017-07-01;2017-07-31;1734;scagnostics
2017-08-01;2017-08-31;1475;scagnostics
2017-09-01;2017-09-30;1665;scagnostics
2017-10-01;2017-10-31;1772;scagnostics
2017-11-01;2017-11-30;2013;scagnostics
2017-12-01;2017-12-31;1467;scagnostics
2018-01-01;2018-01-31;1499;scagnostics
2018-02-01;2018-02-28;1791;scagnostics
2018-03-01;2018-03-31;2146;scagnostics
2018-04-01;2018-04-30;2701;scagnostics
2018-05-01;2018-05-31;2493;scagnostics
2018-06-01;2018-06-30;1845;scagnostics
2018-07-01;2018-07-31;2006;scagnostics
2018-08-01;2018-08-31;1764;scagnostics
2018-09-01;2018-09-30;2726;scagnostics
2018-10-01;2018-10-31;2634;scagnostics
2018-11-01;2018-11-30;3050;scagnostics
2018-12-01;2018-12-31;1948;scagnostics
2019-01-01;2019-01-31;2423;scagnostics
2019-02-01;2019-02-28;2423;scagnostics
2019-03-01;2019-03-31;2626;scagnostics
2019-04-01;2019-04-30;2576;scagnostics
2019-05-01;2019-05-31;3225;scagnostics
2019-06-01;2019-06-30;2217;scagnostics
2019-07-01;2019-07-31;2793;scagnostics
2019-08-01;2019-08-31;3400;scagnostics
2019-09-01;2019-09-30;3339;scagnostics
2019-10-01;2019-10-31;3110;scagnostics
2019-11-01;2019-11-30;2680;scagnostics
2019-12-01;2019-12-31;3059;scagnostics
2020-01-01;2020-01-31;3833;scagnostics
2020-02-01;2020-02-29;3736;scagnostics
2020-03-01;2020-03-31;3228;scagnostics
2020-04-01;2020-04-30;3189;scagnostics
2020-05-01;2020-05-31;3349;scagnostics
2020-06-01;2020-06-30;2976;scagnostics
2020-07-01;2020-07-31;2553;scagnostics
2020-08-01;2020-08-31;2514;scagnostics
2020-09-01;2020-09-30;3777;scagnostics
2020-10-01;2020-10-31;3231;scagnostics
2020-11-01;2020-11-30;3103;scagnostics
2020-12-01;2020-12-31;2558;scagnostics
2021-01-01;2021-01-31;2577;scagnostics
2021-02-01;2021-02-28;2811;scagnostics
2021-03-01;2021-03-31;3206;scagnostics
2021-04-01;2021-04-30;2736;scagnostics
2021-05-01;2021-05-31;2778;scagnostics
2021-06-01;2021-06-30;2287;scagnostics
2021-07-01;2021-07-31;2243;scagnostics
2021-08-01;2021-08-31;2202;scagnostics
2021-09-01;2021-09-30;2499;scagnostics
2021-10-01;2021-10-31;3070;scagnostics
2021-11-01;2021-11-30;3445;scagnostics
2021-12-01;2021-12-31;2367;scagnostics
2022-01-01;2022-01-31;2328;scagnostics
2022-02-01;2022-02-28;2223;scagnostics
2022-03-01;2022-03-31;3985;scagnostics
2022-04-01;2022-04-30;3112;scagnostics
2022-05-01;2022-05-31;3274;scagnostics
2022-06-01;2022-06-30;2458;scagnostics
2022-07-01;2022-07-31;2472;scagnostics
2022-08-01;2022-08-31;2268;scagnostics
2022-09-01;2022-09-30;2632;scagnostics
2022-10-01;2022-10-31;3344;scagnostics
2022-11-01;2022-11-30;2727;scagnostics
2022-12-01;2022-12-31;1832;scagnostics
2023-01-01;2023-01-31;2282;scagnostics
2023-02-01;2023-02-28;2006;scagnostics
2023-03-01;2023-03-31;2715;scagnostics
2023-04-01;2023-04-30;2535;scagnostics
2023-05-01;2023-05-31;2322;scagnostics
2023-06-01;2023-06-30;2168;scagnostics
2023-07-01;2023-07-31;1921;scagnostics
2023-08-01;2023-08-31;2533;scagnostics
2023-09-01;2023-09-30;2201;scagnostics
2023-10-01;2023-10-31;2225;scagnostics
2023-11-01;2023-11-30;2174;scagnostics
2023-12-01;2023-12-31;1596;scagnostics
2024-01-01;2024-01-31;5430;scagnostics
2024-02-01;2024-02-29;2352;scagnostics
2024-03-01;2024-03-31;2287;scagnostics
2024-04-01;2024-04-30;2101;scagnostics
2024-05-01;2024-05-31;2517;scagnostics
2024-06-01;2024-06-26;1392;scagnostics
2021-03-01;2021-03-31;138;sdpdth
2021-04-01;2021-04-30;277;sdpdth
2021-05-01;2021-05-31;326;sdpdth
2021-06-01;2021-06-30;234;sdpdth
2021-07-01;2021-07-31;257;sdpdth
2021-08-01;2021-08-31;374;sdpdth
2021-09-01;2021-09-30;245;sdpdth
2021-10-01;2021-10-31;380;sdpdth
2021-11-01;2021-11-30;563;sdpdth
2021-12-01;2021-12-31;215;sdpdth
2022-01-01;2022-01-31;156;sdpdth
2022-02-01;2022-02-28;168;sdpdth
2022-03-01;2022-03-31;249;sdpdth
2022-04-01;2022-04-30;226;sdpdth
2022-05-01;2022-05-31;238;sdpdth
2022-06-01;2022-06-30;172;sdpdth
2022-07-01;2022-07-31;215;sdpdth
2022-08-01;2022-08-31;150;sdpdth
2022-09-01;2022-09-30;187;sdpdth
2022-10-01;2022-10-31;235;sdpdth
2022-11-01;2022-11-30;177;sdpdth
2022-12-01;2022-12-31;116;sdpdth
2023-01-01;2023-01-31;130;sdpdth
2023-02-01;2023-02-28;141;sdpdth
2023-03-01;2023-03-31;148;sdpdth
2023-04-01;2023-04-30;151;sdpdth
2023-05-01;2023-05-31;191;sdpdth
2023-06-01;2023-06-30;141;sdpdth
2023-07-01;2023-07-31;121;sdpdth
2023-08-01;2023-08-31;115;sdpdth
2023-09-01;2023-09-30;108;sdpdth
2023-10-01;2023-10-31;114;sdpdth
2023-11-01;2023-11-30;171;sdpdth
2023-12-01;2023-12-31;94;sdpdth
2024-01-01;2024-01-31;340;sdpdth
2024-02-01;2024-02-29;78;sdpdth
2024-03-01;2024-03-31;128;sdpdth
2024-04-01;2024-04-30;120;sdpdth
2024-05-01;2024-05-31;143;sdpdth
2024-06-01;2024-06-26;69;sdpdth
2023-05-01;2023-05-31;210;simplace
2023-06-01;2023-06-30;267;simplace
2023-07-01;2023-07-31;175;simplace
2023-08-01;2023-08-31;281;simplace
2023-09-01;2023-09-30;214;simplace
2023-10-01;2023-10-31;179;simplace
2023-11-01;2023-11-30;194;simplace
2023-12-01;2023-12-31;173;simplace
2024-01-01;2024-01-31;408;simplace
2024-02-01;2024-02-29;157;simplace
2024-03-01;2024-03-31;212;simplace
2024-04-01;2024-04-30;212;simplace
2024-05-01;2024-05-31;225;simplace
2024-06-01;2024-06-26;133;simplace
2014-01-01;2014-01-31;175;sjdbc
2014-02-01;2014-02-28;141;sjdbc
2014-03-01;2014-03-31;176;sjdbc
2014-04-01;2014-04-30;207;sjdbc
2014-05-01;2014-05-31;130;sjdbc
2014-06-01;2014-06-30;151;sjdbc
2014-07-01;2014-07-31;145;sjdbc
2014-08-01;2014-08-31;246;sjdbc
2014-09-01;2014-09-30;147;sjdbc
2014-10-01;2014-10-31;188;sjdbc
2014-11-01;2014-11-30;213;sjdbc
2014-12-01;2014-12-31;180;sjdbc
2015-01-01;2015-01-31;260;sjdbc
2015-02-01;2015-02-28;203;sjdbc
2015-03-01;2015-03-31;250;sjdbc
2015-04-01;2015-04-30;341;sjdbc
2015-05-01;2015-05-31;215;sjdbc
2015-06-01;2015-06-30;228;sjdbc
2015-07-01;2015-07-31;177;sjdbc
2015-08-01;2015-08-31;223;sjdbc
2015-09-01;2015-09-30;235;sjdbc
2015-10-01;2015-10-31;265;sjdbc
2015-11-01;2015-11-30;212;sjdbc
2015-12-01;2015-12-31;181;sjdbc
2016-01-01;2016-01-31;251;sjdbc
2016-02-01;2016-02-29;203;sjdbc
2016-03-01;2016-03-31;155;sjdbc
2016-04-01;2016-04-30;158;sjdbc
2016-05-01;2016-05-31;146;sjdbc
2016-06-01;2016-06-30;139;sjdbc
2016-07-01;2016-07-31;167;sjdbc
2016-08-01;2016-08-31;101;sjdbc
2016-09-01;2016-09-30;114;sjdbc
2016-10-01;2016-10-31;119;sjdbc
2016-11-01;2016-11-30;169;sjdbc
2016-12-01;2016-12-31;248;sjdbc
2017-01-01;2017-01-31;227;sjdbc
2017-02-01;2017-02-28;163;sjdbc
2017-03-01;2017-03-31;167;sjdbc
2017-04-01;2017-04-30;312;sjdbc
2017-05-01;2017-05-31;155;sjdbc
2017-06-01;2017-06-30;156;sjdbc
2017-07-01;2017-07-31;174;sjdbc
2017-08-01;2017-08-31;152;sjdbc
2017-09-01;2017-09-30;150;sjdbc
2017-10-01;2017-10-31;173;sjdbc
2017-11-01;2017-11-30;141;sjdbc
2017-12-01;2017-12-31;87;sjdbc
2018-01-01;2018-01-31;141;sjdbc
2018-02-01;2018-02-28;124;sjdbc
2018-03-01;2018-03-31;104;sjdbc
2018-04-01;2018-04-30;192;sjdbc
2018-05-01;2018-05-31;140;sjdbc
2018-06-01;2018-06-30;97;sjdbc
2018-07-01;2018-07-31;139;sjdbc
2018-08-01;2018-08-31;87;sjdbc
2018-09-01;2018-09-30;254;sjdbc
2018-10-01;2018-10-31;257;sjdbc
2018-11-01;2018-11-30;259;sjdbc
2018-12-01;2018-12-31;208;sjdbc
2019-01-01;2019-01-31;286;sjdbc
2019-02-01;2019-02-28;235;sjdbc
2019-03-01;2019-03-31;349;sjdbc
2019-04-01;2019-04-30;342;sjdbc
2019-05-01;2019-05-31;650;sjdbc
2019-06-01;2019-06-30;283;sjdbc
2019-07-01;2019-07-31;519;sjdbc
2019-08-01;2019-08-31;415;sjdbc
2019-09-01;2019-09-30;462;sjdbc
2019-10-01;2019-10-31;465;sjdbc
2019-11-01;2019-11-30;401;sjdbc
2019-12-01;2019-12-31;820;sjdbc
2020-01-01;2020-01-31;1270;sjdbc
2020-02-01;2020-02-29;749;sjdbc
2020-03-01;2020-03-31;739;sjdbc
2020-04-01;2020-04-30;594;sjdbc
2020-05-01;2020-05-31;763;sjdbc
2020-06-01;2020-06-30;650;sjdbc
2020-07-01;2020-07-31;574;sjdbc
2020-08-01;2020-08-31;596;sjdbc
2020-09-01;2020-09-30;685;sjdbc
2020-10-01;2020-10-31;575;sjdbc
2020-11-01;2020-11-30;542;sjdbc
2020-12-01;2020-12-31;626;sjdbc
2021-01-01;2021-01-31;583;sjdbc
2021-02-01;2021-02-28;801;sjdbc
2021-03-01;2021-03-31;543;sjdbc
2021-04-01;2021-04-30;487;sjdbc
2021-05-01;2021-05-31;714;sjdbc
2021-06-01;2021-06-30;548;sjdbc
2021-07-01;2021-07-31;586;sjdbc
2021-08-01;2021-08-31;618;sjdbc
2021-09-01;2021-09-30;495;sjdbc
2021-10-01;2021-10-31;620;sjdbc
2021-11-01;2021-11-30;717;sjdbc
2021-12-01;2021-12-31;396;sjdbc
2022-01-01;2022-01-31;262;sjdbc
2022-02-01;2022-02-28;323;sjdbc
2022-03-01;2022-03-31;436;sjdbc
2022-04-01;2022-04-30;381;sjdbc
2022-05-01;2022-05-31;416;sjdbc
2022-06-01;2022-06-30;299;sjdbc
2022-07-01;2022-07-31;368;sjdbc
2022-08-01;2022-08-31;324;sjdbc
2022-09-01;2022-09-30;309;sjdbc
2022-10-01;2022-10-31;336;sjdbc
2022-11-01;2022-11-30;275;sjdbc
2022-12-01;2022-12-31;154;sjdbc
2023-01-01;2023-01-31;161;sjdbc
2023-02-01;2023-02-28;218;sjdbc
2023-03-01;2023-03-31;328;sjdbc
2023-04-01;2023-04-30;289;sjdbc
2023-05-01;2023-05-31;278;sjdbc
2023-06-01;2023-06-30;191;sjdbc
2023-07-01;2023-07-31;175;sjdbc
2023-08-01;2023-08-31;207;sjdbc
2023-09-01;2023-09-30;179;sjdbc
2023-10-01;2023-10-31;160;sjdbc
2023-11-01;2023-11-30;213;sjdbc
2023-12-01;2023-12-31;164;sjdbc
2024-01-01;2024-01-31;398;sjdbc
2024-02-01;2024-02-29;134;sjdbc
2024-03-01;2024-03-31;163;sjdbc
2024-04-01;2024-04-30;177;sjdbc
2024-05-01;2024-05-31;170;sjdbc
2024-06-01;2024-06-26;93;sjdbc
2014-01-01;2014-01-31;340;spcosa
2014-02-01;2014-02-28;384;spcosa
2014-03-01;2014-03-31;394;spcosa
2014-04-01;2014-04-30;506;spcosa
2014-05-01;2014-05-31;288;spcosa
2014-06-01;2014-06-30;326;spcosa
2014-07-01;2014-07-31;348;spcosa
2014-08-01;2014-08-31;476;spcosa
2014-09-01;2014-09-30;362;spcosa
2014-10-01;2014-10-31;432;spcosa
2014-11-01;2014-11-30;470;spcosa
2014-12-01;2014-12-31;364;spcosa
2015-01-01;2015-01-31;594;spcosa
2015-02-01;2015-02-28;456;spcosa
2015-03-01;2015-03-31;559;spcosa
2015-04-01;2015-04-30;678;spcosa
2015-05-01;2015-05-31;559;spcosa
2015-06-01;2015-06-30;497;spcosa
2015-07-01;2015-07-31;339;spcosa
2015-08-01;2015-08-31;440;spcosa
2015-09-01;2015-09-30;443;spcosa
2015-10-01;2015-10-31;556;spcosa
2015-11-01;2015-11-30;465;spcosa
2015-12-01;2015-12-31;529;spcosa
2016-01-01;2016-01-31;627;spcosa
2016-02-01;2016-02-29;1573;spcosa
2016-03-01;2016-03-31;1532;spcosa
2016-04-01;2016-04-30;337;spcosa
2016-05-01;2016-05-31;366;spcosa
2016-06-01;2016-06-30;366;spcosa
2016-07-01;2016-07-31;364;spcosa
2016-08-01;2016-08-31;319;spcosa
2016-09-01;2016-09-30;395;spcosa
2016-10-01;2016-10-31;368;spcosa
2016-11-01;2016-11-30;434;spcosa
2016-12-01;2016-12-31;300;spcosa
2017-01-01;2017-01-31;328;spcosa
2017-02-01;2017-02-28;301;spcosa
2017-03-01;2017-03-31;377;spcosa
2017-04-01;2017-04-30;616;spcosa
2017-05-01;2017-05-31;355;spcosa
2017-06-01;2017-06-30;316;spcosa
2017-07-01;2017-07-31;402;spcosa
2017-08-01;2017-08-31;261;spcosa
2017-09-01;2017-09-30;400;spcosa
2017-10-01;2017-10-31;333;spcosa
2017-11-01;2017-11-30;291;spcosa
2017-12-01;2017-12-31;227;spcosa
2018-01-01;2018-01-31;550;spcosa
2018-02-01;2018-02-28;454;spcosa
2018-03-01;2018-03-31;476;spcosa
2018-04-01;2018-04-30;633;spcosa
2018-05-01;2018-05-31;498;spcosa
2018-06-01;2018-06-30;360;spcosa
2018-07-01;2018-07-31;338;spcosa
2018-08-01;2018-08-31;332;spcosa
2018-09-01;2018-09-30;612;spcosa
2018-10-01;2018-10-31;614;spcosa
2018-11-01;2018-11-30;487;spcosa
2018-12-01;2018-12-31;430;spcosa
2019-01-01;2019-01-31;606;spcosa
2019-02-01;2019-02-28;533;spcosa
2019-03-01;2019-03-31;659;spcosa
2019-04-01;2019-04-30;699;spcosa
2019-05-01;2019-05-31;1149;spcosa
2019-06-01;2019-06-30;511;spcosa
2019-07-01;2019-07-31;811;spcosa
2019-08-01;2019-08-31;613;spcosa
2019-09-01;2019-09-30;679;spcosa
2019-10-01;2019-10-31;774;spcosa
2019-11-01;2019-11-30;602;spcosa
2019-12-01;2019-12-31;821;spcosa
2020-01-01;2020-01-31;1778;spcosa
2020-02-01;2020-02-29;978;spcosa
2020-03-01;2020-03-31;829;spcosa
2020-04-01;2020-04-30;1463;spcosa
2020-05-01;2020-05-31;1136;spcosa
2020-06-01;2020-06-30;950;spcosa
2020-07-01;2020-07-31;941;spcosa
2020-08-01;2020-08-31;932;spcosa
2020-09-01;2020-09-30;962;spcosa
2020-10-01;2020-10-31;899;spcosa
2020-11-01;2020-11-30;774;spcosa
2020-12-01;2020-12-31;833;spcosa
2021-01-01;2021-01-31;1654;spcosa
2021-02-01;2021-02-28;893;spcosa
2021-03-01;2021-03-31;355;spcosa
2021-04-01;2021-04-30;271;spcosa
2021-05-01;2021-05-31;326;spcosa
2021-06-01;2021-06-30;285;spcosa
2021-07-01;2021-07-31;298;spcosa
2021-08-01;2021-08-31;265;spcosa
2021-09-01;2021-09-30;244;spcosa
2021-10-01;2021-10-31;204;spcosa
2021-11-01;2021-11-30;221;spcosa
2021-12-01;2021-12-31;556;spcosa
2022-01-01;2022-01-31;338;spcosa
2022-02-01;2022-02-28;449;spcosa
2022-03-01;2022-03-31;576;spcosa
2022-04-01;2022-04-30;496;spcosa
2022-05-01;2022-05-31;614;spcosa
2022-06-01;2022-06-30;586;spcosa
2022-07-01;2022-07-31;520;spcosa
2022-08-01;2022-08-31;632;spcosa
2022-09-01;2022-09-30;420;spcosa
2022-10-01;2022-10-31;306;spcosa
2022-11-01;2022-11-30;367;spcosa
2022-12-01;2022-12-31;263;spcosa
2023-01-01;2023-01-31;423;spcosa
2023-02-01;2023-02-28;423;spcosa
2023-03-01;2023-03-31;543;spcosa
2023-04-01;2023-04-30;665;spcosa
2023-05-01;2023-05-31;526;spcosa
2023-06-01;2023-06-30;504;spcosa
2023-07-01;2023-07-31;401;spcosa
2023-08-01;2023-08-31;543;spcosa
2023-09-01;2023-09-30;432;spcosa
2023-10-01;2023-10-31;333;spcosa
2023-11-01;2023-11-30;453;spcosa
2023-12-01;2023-12-31;387;spcosa
2024-01-01;2024-01-31;696;spcosa
2024-02-01;2024-02-29;498;spcosa
2024-03-01;2024-03-31;453;spcosa
2024-04-01;2024-04-30;457;spcosa
2024-05-01;2024-05-31;533;spcosa
2024-06-01;2024-06-26;340;spcosa
2016-08-01;2016-08-31;124;SqlRender
2016-09-01;2016-09-30;205;SqlRender
2016-10-01;2016-10-31;237;SqlRender
2016-11-01;2016-11-30;271;SqlRender
2016-12-01;2016-12-31;226;SqlRender
2017-01-01;2017-01-31;554;SqlRender
2017-02-01;2017-02-28;361;SqlRender
2017-03-01;2017-03-31;461;SqlRender
2017-04-01;2017-04-30;679;SqlRender
2017-05-01;2017-05-31;692;SqlRender
2017-06-01;2017-06-30;412;SqlRender
2017-07-01;2017-07-31;438;SqlRender
2017-08-01;2017-08-31;779;SqlRender
2017-09-01;2017-09-30;606;SqlRender
2017-10-01;2017-10-31;399;SqlRender
2017-11-01;2017-11-30;937;SqlRender
2017-12-01;2017-12-31;262;SqlRender
2018-01-01;2018-01-31;343;SqlRender
2018-02-01;2018-02-28;358;SqlRender
2018-03-01;2018-03-31;493;SqlRender
2018-04-01;2018-04-30;369;SqlRender
2018-05-01;2018-05-31;493;SqlRender
2018-06-01;2018-06-30;587;SqlRender
2018-07-01;2018-07-31;524;SqlRender
2018-08-01;2018-08-31;603;SqlRender
2018-09-01;2018-09-30;673;SqlRender
2018-10-01;2018-10-31;772;SqlRender
2018-11-01;2018-11-30;1017;SqlRender
2018-12-01;2018-12-31;726;SqlRender
2019-01-01;2019-01-31;698;SqlRender
2019-02-01;2019-02-28;953;SqlRender
2019-03-01;2019-03-31;866;SqlRender
2019-04-01;2019-04-30;893;SqlRender
2019-05-01;2019-05-31;1063;SqlRender
2019-06-01;2019-06-30;804;SqlRender
2019-07-01;2019-07-31;1158;SqlRender
2019-08-01;2019-08-31;888;SqlRender
2019-09-01;2019-09-30;978;SqlRender
2019-10-01;2019-10-31;1005;SqlRender
2019-11-01;2019-11-30;858;SqlRender
2019-12-01;2019-12-31;1015;SqlRender
2020-01-01;2020-01-31;1786;SqlRender
2020-02-01;2020-02-29;1364;SqlRender
2020-03-01;2020-03-31;1885;SqlRender
2020-04-01;2020-04-30;1935;SqlRender
2020-05-01;2020-05-31;1825;SqlRender
2020-06-01;2020-06-30;1868;SqlRender
2020-07-01;2020-07-31;1688;SqlRender
2020-08-01;2020-08-31;1769;SqlRender
2020-09-01;2020-09-30;2047;SqlRender
2020-10-01;2020-10-31;1677;SqlRender
2020-11-01;2020-11-30;1573;SqlRender
2020-12-01;2020-12-31;1618;SqlRender
2021-01-01;2021-01-31;1716;SqlRender
2021-02-01;2021-02-28;1619;SqlRender
2021-03-01;2021-03-31;3133;SqlRender
2021-04-01;2021-04-30;2465;SqlRender
2021-05-01;2021-05-31;2197;SqlRender
2021-06-01;2021-06-30;2418;SqlRender
2021-07-01;2021-07-31;2986;SqlRender
2021-08-01;2021-08-31;1877;SqlRender
2021-09-01;2021-09-30;2648;SqlRender
2021-10-01;2021-10-31;2789;SqlRender
2021-11-01;2021-11-30;2887;SqlRender
2021-12-01;2021-12-31;2371;SqlRender
2022-01-01;2022-01-31;3452;SqlRender
2022-02-01;2022-02-28;3569;SqlRender
2022-03-01;2022-03-31;4501;SqlRender
2022-04-01;2022-04-30;10160;SqlRender
2022-05-01;2022-05-31;5278;SqlRender
2022-06-01;2022-06-30;2344;SqlRender
2022-07-01;2022-07-31;3692;SqlRender
2022-08-01;2022-08-31;2777;SqlRender
2022-09-01;2022-09-30;2960;SqlRender
